data,cd,grupo,indicador,valor
22/12/2025,RS,10. Coletas em Pulmão,Coletas em Pulmão,
22/12/2025,RS,10. Coletas em Pulmão,% Coletas em Pulmão,
22/12/2025,RS,11. Rupturas,Total de Rupturas,
22/12/2025,RS,11. Rupturas,# Mezanino,
22/12/2025,RS,11. Rupturas,% Mezanino,
22/12/2025,RS,11. Rupturas,# DUN,
22/12/2025,RS,11. Rupturas,% DUN,
22/12/2025,RS,11. Rupturas,# Painel,
22/12/2025,RS,11. Rupturas,% Painel de Integração,
22/12/2025,RS,12. Ocorrências no Cliente,Total de Ocorrências,
22/12/2025,RS,12. Ocorrências no Cliente,Falta de Item,
22/12/2025,RS,12. Ocorrências no Cliente,Troca de Item,
22/12/2025,RS,12. Ocorrências no Cliente,Avaria de Item,
22/12/2025,RS,12. Ocorrências no Cliente,Sobra de Item,
22/12/2025,RS,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
22/12/2025,RS,13. Custos de Avarias e Perdas,Perdas Totais,
22/12/2025,RS,13. Custos de Avarias e Perdas,R$ Avaria Interna,
22/12/2025,RS,13. Custos de Avarias e Perdas,R$ Extravios,
23/12/2025,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),
23/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
23/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
23/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
23/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
23/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
23/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Total Atrasos,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
23/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
23/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
23/12/2025,SBC,5. Retorno para Reembarque,Retoro para Reembarque,
23/12/2025,SBC,5. Retorno para Reembarque,Exclusão de Romaneio,
23/12/2025,SBC,5. Retorno para Reembarque,Total Atrasos,
23/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
23/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
23/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
23/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
23/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
23/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
23/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
23/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
23/12/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
23/12/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
23/12/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
23/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
23/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
23/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
23/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
23/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
23/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
23/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
23/12/2025,SBC,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
23/12/2025,SBC,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
23/12/2025,SBC,8. Pedidos Consolidados,Total Consolidação,
23/12/2025,SBC,8. Pedidos Consolidados,Pedidos Planejados,
23/12/2025,SBC,8. Pedidos Consolidados,% Atingimento,
23/12/2025,SBC,9. Faturamento,Faturamento Realizado,
23/12/2025,SBC,9. Faturamento,% Atingimento,
23/12/2025,SBC,6. Abastecimento,Abastecimento Realizado DUN,
23/12/2025,SBC,6. Abastecimento,Abastecimento Projetado DUN,
23/12/2025,SBC,6. Abastecimento,% Atingimento,
23/12/2025,SBC,10. Coletas em Pulmão,Coletas Totais,
23/12/2025,SBC,10. Coletas em Pulmão,Coletas em Pulmão,
23/12/2025,SBC,10. Coletas em Pulmão,% Coletas em Pulmão,
23/12/2025,SBC,11. Rupturas,Total de Rupturas,
23/12/2025,SBC,11. Rupturas,# Mezanino,
23/12/2025,SBC,11. Rupturas,% Mezanino,
23/12/2025,SBC,11. Rupturas,# DUN,
23/12/2025,SBC,11. Rupturas,% DUN,
23/12/2025,SBC,11. Rupturas,# Painel,
23/12/2025,SBC,11. Rupturas,% Painel de Integração,
23/12/2025,SBC,12. Ocorrências no Cliente,Total de Ocorrências,
23/12/2025,SBC,12. Ocorrências no Cliente,Falta de Item,
23/12/2025,SBC,12. Ocorrências no Cliente,Troca de Item,
23/12/2025,SBC,12. Ocorrências no Cliente,Avaria de Item,
23/12/2025,SBC,12. Ocorrências no Cliente,Sobra de Item,
23/12/2025,SBC,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
23/12/2025,SBC,13. Custos de Avarias e Perdas,Perdas Totais,
23/12/2025,SBC,13. Custos de Avarias e Perdas,R$ Avaria Interna,
23/12/2025,SBC,13. Custos de Avarias e Perdas,R$ Extravios,
23/12/2025,RS,1. Performance de Embarque,% Performance de embarque (Data planejada),
23/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
23/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
23/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
23/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
23/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
23/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Total Atrasos,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
23/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
23/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
23/12/2025,RS,5. Retorno para Reembarque,Retoro para Reembarque,
23/12/2025,RS,5. Retorno para Reembarque,Exclusão de Romaneio,
23/12/2025,RS,5. Retorno para Reembarque,Total Atrasos,
23/12/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
23/12/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
23/12/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
23/12/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
23/12/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
23/12/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
23/12/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
23/12/2025,RS,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
23/12/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
23/12/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
23/12/2025,RS,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
23/12/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
23/12/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
23/12/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
23/12/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
23/12/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
23/12/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
23/12/2025,RS,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
23/12/2025,RS,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
23/12/2025,RS,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
23/12/2025,RS,8. Pedidos Consolidados,Total Consolidação,
23/12/2025,RS,8. Pedidos Consolidados,Pedidos Planejados,
23/12/2025,RS,8. Pedidos Consolidados,% Atingimento,
23/12/2025,RS,9. Faturamento,Faturamento Realizado,
23/12/2025,RS,9. Faturamento,% Atingimento,
23/12/2025,RS,6. Abastecimento,Abastecimento Realizado DUN,
23/12/2025,RS,6. Abastecimento,Abastecimento Projetado DUN,
23/12/2025,RS,6. Abastecimento,% Atingimento,
23/12/2025,RS,10. Coletas em Pulmão,Coletas Totais,
23/12/2025,RS,10. Coletas em Pulmão,Coletas em Pulmão,
23/12/2025,RS,10. Coletas em Pulmão,% Coletas em Pulmão,
23/12/2025,RS,11. Rupturas,Total de Rupturas,
23/12/2025,RS,11. Rupturas,# Mezanino,
23/12/2025,RS,11. Rupturas,% Mezanino,
23/12/2025,RS,11. Rupturas,# DUN,
23/12/2025,RS,11. Rupturas,% DUN,
23/12/2025,RS,11. Rupturas,# Painel,
23/12/2025,RS,11. Rupturas,% Painel de Integração,
23/12/2025,RS,12. Ocorrências no Cliente,Total de Ocorrências,
23/12/2025,RS,12. Ocorrências no Cliente,Falta de Item,
23/12/2025,RS,12. Ocorrências no Cliente,Troca de Item,
23/12/2025,RS,12. Ocorrências no Cliente,Avaria de Item,
23/12/2025,RS,12. Ocorrências no Cliente,Sobra de Item,
23/12/2025,RS,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
23/12/2025,RS,13. Custos de Avarias e Perdas,Perdas Totais,
23/12/2025,RS,13. Custos de Avarias e Perdas,R$ Avaria Interna,
23/12/2025,RS,13. Custos de Avarias e Perdas,R$ Extravios,
24/12/2025,SBC,1. Performance de Embarque,% Performance de embarque (Data planejada),
24/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
24/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
24/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
24/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
24/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
24/12/2025,SBC,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Total Atrasos,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
24/12/2025,SBC,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
24/12/2025,SBC,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
24/12/2025,SBC,5. Retorno para Reembarque,Retoro para Reembarque,
24/12/2025,SBC,5. Retorno para Reembarque,Exclusão de Romaneio,
24/12/2025,SBC,5. Retorno para Reembarque,Total Atrasos,
24/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - até 1 dia,
24/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 2 a 5 dias,
24/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 6 a 10 dias,
24/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 11 a 15 dias,
24/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 15 dias,
24/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 16 a 20 dias,
24/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - 21 a 30 dias,
24/12/2025,SBC,5. Retorno para Reembarque,Pedidos em Atraso - acima de 30 dias,
24/12/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Previstas PCP,
24/12/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),Linhas Planejadas PCP,
24/12/2025,SBC,6. Linhas Planejadas PCP (Linha sem quebra na Prod),% Atingimento,
24/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Linhas Faturadas,
24/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Total Linhas Separadas (DUN + FRAC + Bancos),
24/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),% Atingimento Separação x Capacidade,
24/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado FRAC,
24/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado DUN,
24/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Separado Bancos,
24/12/2025,SBC,7.Linhas Faturadas/Separadas (Com quebra na Prod),Backlog 18hrs do D-1,
24/12/2025,SBC,8. Pedidos Consolidados,Pedidos Consolidados (sem bancos),
24/12/2025,SBC,8. Pedidos Consolidados,Pedidos Consolidados (Só bancos),
24/12/2025,SBC,8. Pedidos Consolidados,Total Consolidação,
24/12/2025,SBC,8. Pedidos Consolidados,Pedidos Planejados,
24/12/2025,SBC,8. Pedidos Consolidados,% Atingimento,
24/12/2025,SBC,9. Faturamento,Faturamento Realizado,
24/12/2025,SBC,9. Faturamento,% Atingimento,
24/12/2025,SBC,6. Abastecimento,Abastecimento Realizado DUN,
24/12/2025,SBC,6. Abastecimento,Abastecimento Projetado DUN,
24/12/2025,SBC,6. Abastecimento,% Atingimento,
24/12/2025,SBC,10. Coletas em Pulmão,Coletas Totais,
24/12/2025,SBC,10. Coletas em Pulmão,Coletas em Pulmão,
24/12/2025,SBC,10. Coletas em Pulmão,% Coletas em Pulmão,
24/12/2025,SBC,11. Rupturas,Total de Rupturas,
24/12/2025,SBC,11. Rupturas,# Mezanino,
24/12/2025,SBC,11. Rupturas,% Mezanino,
24/12/2025,SBC,11. Rupturas,# DUN,
24/12/2025,SBC,11. Rupturas,% DUN,
24/12/2025,SBC,11. Rupturas,# Painel,
24/12/2025,SBC,11. Rupturas,% Painel de Integração,
24/12/2025,SBC,12. Ocorrências no Cliente,Total de Ocorrências,
24/12/2025,SBC,12. Ocorrências no Cliente,Falta de Item,
24/12/2025,SBC,12. Ocorrências no Cliente,Troca de Item,
24/12/2025,SBC,12. Ocorrências no Cliente,Avaria de Item,
24/12/2025,SBC,12. Ocorrências no Cliente,Sobra de Item,
24/12/2025,SBC,12. Ocorrências no Cliente,Ocorrência Média últimos 30 dias,
24/12/2025,SBC,13. Custos de Avarias e Perdas,Perdas Totais,
24/12/2025,SBC,13. Custos de Avarias e Perdas,R$ Avaria Interna,
24/12/2025,SBC,13. Custos de Avarias e Perdas,R$ Extravios,
24/12/2025,RS,1. Performance de Embarque,% Performance de embarque (Data planejada),
24/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.1 Demanda Total Pedidos (Programados para o dia + passivo),
24/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2 Pedidos Pendentes de consolidação  (Do dia + passivo),
24/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2.1 Pedidos da data (com bancos),
24/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.2.2 Pedidos do Passivo,
24/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.3 Pedidos fora de carga (Ainda não estão na etapa do DUN),
24/12/2025,RS,2. Pedidos para separar hoje (visão das 09h),2.4 Pedidos sem Nota Fiscal (ainda nas primeiras etapas do processo),
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos do dia,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atrasos Transportadoras - Pronto para embarque,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atrasos Operações Próprias - Pronto para embarque,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pendente de consolidação,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Intra - Pronto Após o horário de corte - Pronto para embarque,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Operação Especial Sodexo,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Atraso Transferências,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Total Atrasos,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 1 dia,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 3 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 4 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 5 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 7 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 8 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 9 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 10 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 2 a 5 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 6 a 10 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - 11 a 15 dias,
24/12/2025,RS,3. Atraso de Embarque - Visão Operações,Pedidos em Atraso - acima de 15 dias,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso de embarque Operações,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Atraso Ajuste PCP,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Operação Especial Sodexo,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Total Atrasos,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - até 1 dia,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 2 a 5 dias,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 6 a 10 dias,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - 11 a 15 dias,
24/12/2025,RS,4. Atraso de Embarque Operação + Visão Cliente,Pedidos em Atraso - acima de 15 dias,
24/12/2025,RS,5. Retorno para Reembarque,Retoro para Reembarque,
